Stock Type,Date,Open,High,Low,Close,Volume,Adj Close
Plug Power Inc.,5/1/2007,3.14,3.53,2.9,2.96,56400,29.6
Plug Power Inc.,4/2/2007,3.21,3.4,3.1,3.16,62900,31.6
Plug Power Inc.,3/1/2007,3.34,3.38,2.77,3.16,107100,31.6
Plug Power Inc.,2/1/2007,3.6,3.98,3.35,3.48,89500,34.8
Plug Power Inc.,1/3/2007,3.9,3.94,3.25,3.6,72200,36
Plug Power Inc.,12/1/2006,4.08,4.19,3.68,3.89,81500,38.9
Plug Power Inc.,11/1/2006,4.07,4.3,3.77,4.06,65100,40.6
Plug Power Inc.,10/2/2006,4.08,4.5,3.85,3.99,60500,39.9
Plug Power Inc.,9/1/2006,4.76,4.79,3.77,4.07,76700,40.7
Plug Power Inc.,8/1/2006,3.99,4.81,3.77,4.74,47300,47.4
Plug Power Inc.,7/3/2006,4.74,4.89,3.53,4.04,79500,40.4
Plug Power Inc.,6/1/2006,5.09,5.4,4.5,4.67,92500,46.7
Plug Power Inc.,5/1/2006,6.01,6.38,5,5.11,84200,51.1
Plug Power Inc.,4/3/2006,5.02,6.6,4.8,6,293600,60
Plug Power Inc.,3/1/2006,5.17,5.18,4.55,5,137400,50
Plug Power Inc.,2/1/2006,6.03,6.1,4.98,5.09,132500,50.9
Plug Power Inc.,1/3/2006,5.23,6.13,5.09,5.95,92100,59.5
Plug Power Inc.,12/1/2005,5.13,6.24,5.1,5.13,111700,51.3
Plug Power Inc.,11/1/2005,5.8,6.05,4.84,5.13,104100,51.3
Plug Power Inc.,10/3/2005,6.81,7.12,5.45,5.8,62700,58
Plug Power Inc.,9/1/2005,7.5,7.73,6.25,6.8,88700,68
Plug Power Inc.,8/1/2005,7.2,7.54,6.05,7.41,139500,74.1
Plug Power Inc.,7/1/2005,6.85,7.5,5.85,7.15,106500,71.5
Plug Power Inc.,6/1/2005,6.2,7.63,5.96,6.85,73800,68.5
Plug Power Inc.,5/2/2005,5.63,6.58,5.21,6.22,50800,62.2
Plug Power Inc.,4/1/2005,6.56,6.8,5.47,5.55,63900,55.5
Plug Power Inc.,3/1/2005,7.14,8.2,6.07,6.6,82400,66
Plug Power Inc.,2/7/2005,5.86,7.67,5.48,7.15,116200,71.5
